State,Year,Gender,Type,Total
Manipur,2007,Female,Paralysis,0
Manipur,2007,Female,Physical Abuse (Rape/Incest Etc.),0
Manipur,2007,Female,Post Graduate and Above,0
Manipur,2007,Female,Poverty,0
Manipur,2007,Female,Primary,3
Manipur,2007,Female,Professional Activity,0
Manipur,2007,Female,Professional/Career Problem,0
Manipur,2007,Female,Property Dispute,0
Manipur,2007,Female,Public Sector Undertaking,0
Manipur,2007,Female,Retired Person,0
Manipur,2007,Female,Self-employed (Business activity),0
Manipur,2007,Female,Seperated,0
Manipur,2007,Female,Service (Government),0
Manipur,2007,Female,Service (Private),0
Manipur,2007,Female,Student,1
Manipur,2007,Female,Suspected/Illicit Relation,0
Manipur,2007,Female,Unemployed,1
Manipur,2007,Female,Unemployment,0
Manipur,2007,Female,Widowed/Widower,0
Manipur,2007,Male,Bankruptcy or Sudden change in Economic,0
Manipur,2007,Male,By Consuming Insecticides,0
Manipur,2007,Male,By Consuming Other Poison,3
Manipur,2007,Male,By Drowning,0
Manipur,2007,Male,By Fire-Arms,11
Manipur,2007,Male,By Fire/Self Immolation,0
Manipur,2007,Male,By Hanging,12
Manipur,2007,Male,By Jumping from (Building),0
Manipur,2007,Male,By Jumping from (Other sites),0
Manipur,2007,Male,By Jumping off Moving Vehicles/Trains,0
Manipur,2007,Male,By Machine,0
Manipur,2007,Male,By Other means (please specify),2
Manipur,2007,Male,By Over Alcoholism,0
Manipur,2007,Male,By Overdose of sleeping pills,0
Manipur,2007,Male,By Self Infliction of injury,0
Manipur,2007,Male,By coming under running vehicles/trains,0
Manipur,2007,Male,By touching electric wires,0
Manipur,2007,Male,Cancellation/Non-Settlement of Marriage,0
Manipur,2007,Male,Cancer,0
Manipur,2007,Male,Causes Not known,25
Manipur,2007,Male,Death of Dear Person,0
Manipur,2007,Male,Diploma,0
Manipur,2007,Male,Divorce,0
Manipur,2007,Male,Divorcee,0
Manipur,2007,Male,Dowry Dispute,0
Manipur,2007,Male,Drug Abuse/Addiction,2
Manipur,2007,Male,Failure in Examination,0
Manipur,2007,Male,Fall in Social Reputation,0
Manipur,2007,Male,Family Problems,0
Manipur,2007,Male,Farming/Agriculture Activity,0
Manipur,2007,Male,Graduate,0
Manipur,2007,Male,House Wife,0
Manipur,2007,Male,Hr. Secondary/Intermediate/Pre-Universit,5
Manipur,2007,Male,Ideological Causes/Hero Worshipping,0
Manipur,2007,Male,Illegitimate Pregnancy,0
Manipur,2007,Male,Illness (Aids/STD),0
Manipur,2007,Male,Insanity/Mental Illness,0
Manipur,2007,Male,Love Affairs,1
Manipur,2007,Male,Married,18
Manipur,2007,Male,Matriculate/Secondary,11
Manipur,2007,Male,Middle,10
Manipur,2007,Male,Never Married,10
Manipur,2007,Male,No Education,2
Manipur,2007,Male,Not having Children(Barrenness/Impotency,0
Manipur,2007,Male,Other Causes (Please Specity),0
Manipur,2007,Male,Other Prolonged Illness,0
Manipur,2007,Male,Others (Please Specify),4
Manipur,2007,Male,Paralysis,0
Manipur,2007,Male,Physical Abuse (Rape/Incest Etc.),0
Manipur,2007,Male,Post Graduate and Above,0
Manipur,2007,Male,Poverty,0
Manipur,2007,Male,Primary,0
Manipur,2007,Male,Professional Activity,0
Manipur,2007,Male,Professional/Career Problem,0
Manipur,2007,Male,Property Dispute,0
Manipur,2007,Male,Public Sector Undertaking,0
Manipur,2007,Male,Retired Person,0
Manipur,2007,Male,Self-employed (Business activity),0
Manipur,2007,Male,Seperated,0
Manipur,2007,Male,Service (Government),10
Manipur,2007,Male,Service (Private),0
Manipur,2007,Male,Student,5
Manipur,2007,Male,Suspected/Illicit Relation,0
Manipur,2007,Male,Unemployed,9
Manipur,2007,Male,Unemployment,0
Manipur,2007,Male,Widowed/Widower,0
Manipur,2008,Female,Bankruptcy or Sudden change in Economic,0
Manipur,2008,Female,By Consuming Insecticides,0
Manipur,2008,Female,By Consuming Other Poison,9
Manipur,2008,Female,By Drowning,0
Manipur,2008,Female,By Fire-Arms,0
Manipur,2008,Female,By Fire/Self Immolation,0
Manipur,2008,Female,By Hanging,2
Manipur,2008,Female,By Jumping from (Building),0
Manipur,2008,Female,By Jumping from (Other sites),0
Manipur,2008,Female,By Jumping off Moving Vehicles/Trains,0
Manipur,2008,Female,By Machine,0
Manipur,2008,Female,By Other means (please specify),0
Manipur,2008,Female,By Over Alcoholism,0
Manipur,2008,Female,By Overdose of sleeping pills,0
Manipur,2008,Female,By Self Infliction of injury,0
Manipur,2008,Female,By coming under running vehicles/trains,0
Manipur,2008,Female,By touching electric wires,0
Manipur,2008,Female,Cancellation/Non-Settlement of Marriage,0
Manipur,2008,Female,Cancer,0
Manipur,2008,Female,Causes Not known,11
Manipur,2008,Female,Death of Dear Person,0
Manipur,2008,Female,Diploma,0
Manipur,2008,Female,Divorce,0
Manipur,2008,Female,Divorcee,0
Manipur,2008,Female,Dowry Dispute,0
Manipur,2008,Female,Drug Abuse/Addiction,0
Manipur,2008,Female,Failure in Examination,0
Manipur,2008,Female,Fall in Social Reputation,0
Manipur,2008,Female,Family Problems,0
Manipur,2008,Female,Farming/Agriculture Activity,0
Manipur,2008,Female,Graduate,0
Manipur,2008,Female,House Wife,5
Manipur,2008,Female,Hr. Secondary/Intermediate/Pre-Universit,1
Manipur,2008,Female,Ideological Causes/Hero Worshipping,0
Manipur,2008,Female,Illegitimate Pregnancy,0
Manipur,2008,Female,Illness (Aids/STD),0
Manipur,2008,Female,Insanity/Mental Illness,0
Manipur,2008,Female,Love Affairs,0
Manipur,2008,Female,Married,7
Manipur,2008,Female,Matriculate/Secondary,3
Manipur,2008,Female,Middle,6
Manipur,2008,Female,Never Married,4
Manipur,2008,Female,No Education,0
Manipur,2008,Female,Not having Children(Barrenness/Impotency,0
Manipur,2008,Female,Other Causes (Please Specity),0
Manipur,2008,Female,Other Prolonged Illness,0
Manipur,2008,Female,Others (Please Specify),1
Manipur,2008,Female,Paralysis,0
Manipur,2008,Female,Physical Abuse (Rape/Incest Etc.),0
Manipur,2008,Female,Post Graduate and Above,0
Manipur,2008,Female,Poverty,0
Manipur,2008,Female,Primary,1
Manipur,2008,Female,Professional Activity,0
Manipur,2008,Female,Professional/Career Problem,0
Manipur,2008,Female,Property Dispute,0
Manipur,2008,Female,Public Sector Undertaking,0
Manipur,2008,Female,Retired Person,0
Manipur,2008,Female,Self-employed (Business activity),0
Manipur,2008,Female,Seperated,0
Manipur,2008,Female,Service (Government),0
Manipur,2008,Female,Service (Private),0
Manipur,2008,Female,Student,2
Manipur,2008,Female,Suspected/Illicit Relation,0
Manipur,2008,Female,Unemployed,3
Manipur,2008,Female,Unemployment,0
Manipur,2008,Female,Widowed/Widower,0
Manipur,2008,Male,Bankruptcy or Sudden change in Economic,0
Manipur,2008,Male,By Consuming Insecticides,1
Manipur,2008,Male,By Consuming Other Poison,4
Manipur,2008,Male,By Drowning,0
Manipur,2008,Male,By Fire-Arms,4
Manipur,2008,Male,By Fire/Self Immolation,0
Manipur,2008,Male,By Hanging,14
Manipur,2008,Male,By Jumping from (Building),0
Manipur,2008,Male,By Jumping from (Other sites),0
Manipur,2008,Male,By Jumping off Moving Vehicles/Trains,0
Manipur,2008,Male,By Machine,0
Manipur,2008,Male,By Other means (please specify),0
Manipur,2008,Male,By Over Alcoholism,0
Manipur,2008,Male,By Overdose of sleeping pills,0
Manipur,2008,Male,By Self Infliction of injury,0
Manipur,2008,Male,By coming under running vehicles/trains,0
Manipur,2008,Male,By touching electric wires,0
Manipur,2008,Male,Cancellation/Non-Settlement of Marriage,0
Manipur,2008,Male,Cancer,0
Manipur,2008,Male,Causes Not known,22
Manipur,2008,Male,Death of Dear Person,0
Manipur,2008,Male,Diploma,1
Manipur,2008,Male,Divorce,0
Manipur,2008,Male,Divorcee,0
Manipur,2008,Male,Dowry Dispute,0
Manipur,2008,Male,Drug Abuse/Addiction,1
Manipur,2008,Male,Failure in Examination,0
Manipur,2008,Male,Fall in Social Reputation,0
Manipur,2008,Male,Family Problems,0
Manipur,2008,Male,Farming/Agriculture Activity,2
Manipur,2008,Male,Graduate,0
Manipur,2008,Male,House Wife,0
Manipur,2008,Male,Hr. Secondary/Intermediate/Pre-Universit,2
Manipur,2008,Male,Ideological Causes/Hero Worshipping,0
Manipur,2008,Male,Illegitimate Pregnancy,0
Manipur,2008,Male,Illness (Aids/STD),0
Manipur,2008,Male,Insanity/Mental Illness,0
Manipur,2008,Male,Love Affairs,0
Manipur,2008,Male,Married,18
Manipur,2008,Male,Matriculate/Secondary,7
Manipur,2008,Male,Middle,11
Manipur,2008,Male,Never Married,5
Manipur,2008,Male,No Education,2
Manipur,2008,Male,Not having Children(Barrenness/Impotency,0
Manipur,2008,Male,Other Causes (Please Specity),0
Manipur,2008,Male,Other Prolonged Illness,0
Manipur,2008,Male,Others (Please Specify),5
Manipur,2008,Male,Paralysis,0
Manipur,2008,Male,Physical Abuse (Rape/Incest Etc.),0
Manipur,2008,Male,Post Graduate and Above,0
Manipur,2008,Male,Poverty,0
Manipur,2008,Male,Primary,0
Manipur,2008,Male,Professional Activity,0
Manipur,2008,Male,Professional/Career Problem,0
Manipur,2008,Male,Property Dispute,0
Manipur,2008,Male,Public Sector Undertaking,0
Manipur,2008,Male,Retired Person,0
Manipur,2008,Male,Self-employed (Business activity),0
Manipur,2008,Male,Seperated,0
Manipur,2008,Male,Service (Government),7
Manipur,2008,Male,Service (Private),0
Manipur,2008,Male,Student,2
Manipur,2008,Male,Suspected/Illicit Relation,0
Manipur,2008,Male,Unemployed,7
Manipur,2008,Male,Unemployment,0
Manipur,2008,Male,Widowed/Widower,0
Manipur,2009,Female,Bankruptcy or Sudden change in Economic,0
Manipur,2009,Female,By Consuming Insecticides,3
Manipur,2009,Female,By Consuming Other Poison,1
Manipur,2009,Female,By Drowning,0
Manipur,2009,Female,By Fire-Arms,0
Manipur,2009,Female,By Fire/Self Immolation,0
Manipur,2009,Female,By Hanging,5
Manipur,2009,Female,By Jumping from (Building),0
Manipur,2009,Female,By Jumping from (Other sites),0
Manipur,2009,Female,By Jumping off Moving Vehicles/Trains,0
Manipur,2009,Female,By Machine,0
Manipur,2009,Female,By Other means (please specify),0
Manipur,2009,Female,By Over Alcoholism,0
Manipur,2009,Female,By Overdose of sleeping pills,0
Manipur,2009,Female,By Self Infliction of injury,0
Manipur,2009,Female,By coming under running vehicles/trains,0
Manipur,2009,Female,By touching electric wires,0
Manipur,2009,Female,Cancellation/Non-Settlement of Marriage,0
Manipur,2009,Female,Cancer,0
Manipur,2009,Female,Causes Not known,6
Manipur,2009,Female,Death of Dear Person,0
Manipur,2009,Female,Diploma,0
Manipur,2009,Female,Divorce,0
Manipur,2009,Female,Divorcee,0
Manipur,2009,Female,Dowry Dispute,0
Manipur,2009,Female,Drug Abuse/Addiction,0
Manipur,2009,Female,Failure in Examination,0
Manipur,2009,Female,Fall in Social Reputation,0
Manipur,2009,Female,Family Problems,0
Manipur,2009,Female,Farming/Agriculture Activity,1
Manipur,2009,Female,Graduate,0
Manipur,2009,Female,House Wife,5
Manipur,2009,Female,Hr. Secondary/Intermediate/Pre-Universit,0
Manipur,2009,Female,Ideological Causes/Hero Worshipping,0
Manipur,2009,Female,Illegitimate Pregnancy,0
Manipur,2009,Female,Illness (Aids/STD),0
Manipur,2009,Female,Insanity/Mental Illness,0
Manipur,2009,Female,Love Affairs,1
Manipur,2009,Female,Married,5
Manipur,2009,Female,Matriculate/Secondary,1
Manipur,2009,Female,Middle,3
Manipur,2009,Female,Never Married,4
Manipur,2009,Female,No Education,3
Manipur,2009,Female,Not having Children(Barrenness/Impotency,0
Manipur,2009,Female,Other Causes (Please Specity),2
Manipur,2009,Female,Other Prolonged Illness,0
Manipur,2009,Female,Others (Please Specify),1
Manipur,2009,Female,Paralysis,0
Manipur,2009,Female,Physical Abuse (Rape/Incest Etc.),0
Manipur,2009,Female,Post Graduate and Above,0
Manipur,2009,Female,Poverty,0
Manipur,2009,Female,Primary,2
Manipur,2009,Female,Professional Activity,0
Manipur,2009,Female,Professional/Career Problem,0
Manipur,2009,Female,Property Dispute,0
Manipur,2009,Female,Public Sector Undertaking,0
Manipur,2009,Female,Retired Person,0
Manipur,2009,Female,Self-employed (Business activity),0
Manipur,2009,Female,Seperated,0
Manipur,2009,Female,Service (Government),0
Manipur,2009,Female,Service (Private),0
Manipur,2009,Female,Student,0
Manipur,2009,Female,Suspected/Illicit Relation,0
Manipur,2009,Female,Unemployed,1
Manipur,2009,Female,Unemployment,0
Manipur,2009,Female,Widowed/Widower,0
Manipur,2009,Male,Bankruptcy or Sudden change in Economic,0
Manipur,2009,Male,By Consuming Insecticides,1
Manipur,2009,Male,By Consuming Other Poison,3
Manipur,2009,Male,By Drowning,0
Manipur,2009,Male,By Fire-Arms,9
Manipur,2009,Male,By Fire/Self Immolation,0
Manipur,2009,Male,By Hanging,5
Manipur,2009,Male,By Jumping from (Building),0
Manipur,2009,Male,By Jumping from (Other sites),0
Manipur,2009,Male,By Jumping off Moving Vehicles/Trains,0
Manipur,2009,Male,By Machine,0
Manipur,2009,Male,By Other means (please specify),0
Manipur,2009,Male,By Over Alcoholism,0
Manipur,2009,Male,By Overdose of sleeping pills,0
Manipur,2009,Male,By Self Infliction of injury,0
Manipur,2009,Male,By coming under running vehicles/trains,0
Manipur,2009,Male,By touching electric wires,0
Manipur,2009,Male,Cancellation/Non-Settlement of Marriage,0
Manipur,2009,Male,Cancer,0
Manipur,2009,Male,Causes Not known,14
Manipur,2009,Male,Death of Dear Person,0
Manipur,2009,Male,Diploma,0
Manipur,2009,Male,Divorce,0
Manipur,2009,Male,Divorcee,0
Manipur,2009,Male,Dowry Dispute,0
Manipur,2009,Male,Drug Abuse/Addiction,0
Manipur,2009,Male,Failure in Examination,0
Manipur,2009,Male,Fall in Social Reputation,0
Manipur,2009,Male,Family Problems,0
Manipur,2009,Male,Farming/Agriculture Activity,0
Manipur,2009,Male,Graduate,0
Manipur,2009,Male,House Wife,0
Manipur,2009,Male,Hr. Secondary/Intermediate/Pre-Universit,0
Manipur,2009,Male,Ideological Causes/Hero Worshipping,0
Manipur,2009,Male,Illegitimate Pregnancy,0
Manipur,2009,Male,Illness (Aids/STD),0
Manipur,2009,Male,Insanity/Mental Illness,0
Manipur,2009,Male,Love Affairs,0
Manipur,2009,Male,Married,11
Manipur,2009,Male,Matriculate/Secondary,12
Manipur,2009,Male,Middle,2
Manipur,2009,Male,Never Married,7
Manipur,2009,Male,No Education,1
Manipur,2009,Male,Not having Children(Barrenness/Impotency,0
Manipur,2009,Male,Other Causes (Please Specity),4
Manipur,2009,Male,Other Prolonged Illness,0
Manipur,2009,Male,Others (Please Specify),5
Manipur,2009,Male,Paralysis,0
Manipur,2009,Male,Physical Abuse (Rape/Incest Etc.),0
Manipur,2009,Male,Post Graduate and Above,0
Manipur,2009,Male,Poverty,0
Manipur,2009,Male,Primary,3
Manipur,2009,Male,Professional Activity,0
Manipur,2009,Male,Professional/Career Problem,0
Manipur,2009,Male,Property Dispute,0
Manipur,2009,Male,Public Sector Undertaking,0
Manipur,2009,Male,Retired Person,0
Manipur,2009,Male,Self-employed (Business activity),0
Manipur,2009,Male,Seperated,0
Manipur,2009,Male,Service (Government),6
Manipur,2009,Male,Service (Private),0
Manipur,2009,Male,Student,0
Manipur,2009,Male,Suspected/Illicit Relation,0
Manipur,2009,Male,Unemployed,7
Manipur,2009,Male,Unemployment,0
Manipur,2009,Male,Widowed/Widower,0
Manipur,2010,Female,Bankruptcy or Sudden change in Economic,0
Manipur,2010,Female,By Consuming Insecticides,1
Manipur,2010,Female,By Consuming Other Poison,4
Manipur,2010,Female,By Drowning,0
Manipur,2010,Female,By Fire-Arms,0
Manipur,2010,Female,By Fire/Self Immolation,0
Manipur,2010,Female,By Hanging,8
Manipur,2010,Female,By Jumping from (Building),0
Manipur,2010,Female,By Jumping from (Other sites),0
Manipur,2010,Female,By Jumping off Moving Vehicles/Trains,0
Manipur,2010,Female,By Machine,0
Manipur,2010,Female,By Other means (please specify),0
Manipur,2010,Female,By Over Alcoholism,0
Manipur,2010,Female,By Overdose of sleeping pills,0
Manipur,2010,Female,By Self Infliction of injury,0
Manipur,2010,Female,By coming under running vehicles/trains,0
Manipur,2010,Female,By touching electric wires,0
Manipur,2010,Female,Cancellation/Non-Settlement of Marriage,0
Manipur,2010,Female,Cancer,0
Manipur,2010,Female,Causes Not known,0
Manipur,2010,Female,Death of Dear Person,0
Manipur,2010,Female,Diploma,0
Manipur,2010,Female,Divorce,0
Manipur,2010,Female,Divorcee,0
Manipur,2010,Female,Dowry Dispute,0
Manipur,2010,Female,Drug Abuse/Addiction,0
Manipur,2010,Female,Failure in Examination,0
Manipur,2010,Female,Fall in Social Reputation,0
Manipur,2010,Female,Family Problems,8
Manipur,2010,Female,Farming/Agriculture Activity,4
Manipur,2010,Female,Graduate,0
Manipur,2010,Female,House Wife,8
Manipur,2010,Female,Hr. Secondary/Intermediate/Pre-Universit,0
Manipur,2010,Female,Ideological Causes/Hero Worshipping,0
Manipur,2010,Female,Illegitimate Pregnancy,0
Manipur,2010,Female,Illness (Aids/STD),0
Manipur,2010,Female,Insanity/Mental Illness,0
Manipur,2010,Female,Love Affairs,0
Manipur,2010,Female,Married,8
Manipur,2010,Female,Matriculate/Secondary,3
Manipur,2010,Female,Middle,5
Manipur,2010,Female,Never Married,4
Manipur,2010,Female,No Education,1
Manipur,2010,Female,Not having Children(Barrenness/Impotency,0
Manipur,2010,Female,Other Causes (Please Specity),5
Manipur,2010,Female,Other Prolonged Illness,0
Manipur,2010,Female,Others (Please Specify),1
Manipur,2010,Female,Paralysis,0
Manipur,2010,Female,Physical Abuse (Rape/Incest Etc.),0
Manipur,2010,Female,Post Graduate and Above,0
Manipur,2010,Female,Poverty,0
Manipur,2010,Female,Primary,4
Manipur,2010,Female,Professional Activity,0
Manipur,2010,Female,Professional/Career Problem,0
Manipur,2010,Female,Property Dispute,0
Manipur,2010,Female,Public Sector Undertaking,0
Manipur,2010,Female,Retired Person,0
Manipur,2010,Female,Self-employed (Business activity),0
Manipur,2010,Female,Seperated,0
Manipur,2010,Female,Service (Government),0
Manipur,2010,Female,Service (Private),0
Manipur,2010,Female,Student,0
Manipur,2010,Female,Suspected/Illicit Relation,0
Manipur,2010,Female,Unemployed,0
Manipur,2010,Female,Unemployment,0
Manipur,2010,Female,Widowed/Widower,1
Manipur,2010,Male,Bankruptcy or Sudden change in Economic,0
Manipur,2010,Male,By Consuming Insecticides,0
Manipur,2010,Male,By Consuming Other Poison,3
Manipur,2010,Male,By Drowning,0
Manipur,2010,Male,By Fire-Arms,2
Manipur,2010,Male,By Fire/Self Immolation,0
Manipur,2010,Male,By Hanging,19
Manipur,2010,Male,By Jumping from (Building),0
Manipur,2010,Male,By Jumping from (Other sites),0
Manipur,2010,Male,By Jumping off Moving Vehicles/Trains,0
Manipur,2010,Male,By Machine,0
Manipur,2010,Male,By Other means (please specify),0
Manipur,2010,Male,By Over Alcoholism,0
Manipur,2010,Male,By Overdose of sleeping pills,0
Manipur,2010,Male,By Self Infliction of injury,0
Manipur,2010,Male,By coming under running vehicles/trains,0
Manipur,2010,Male,By touching electric wires,0
Manipur,2010,Male,Cancellation/Non-Settlement of Marriage,0
Manipur,2010,Male,Cancer,0
Manipur,2010,Male,Causes Not known,2
Manipur,2010,Male,Death of Dear Person,0
Manipur,2010,Male,Diploma,0
Manipur,2010,Male,Divorce,0
Manipur,2010,Male,Divorcee,0
Manipur,2010,Male,Dowry Dispute,0
Manipur,2010,Male,Drug Abuse/Addiction,0
Manipur,2010,Male,Failure in Examination,0
Manipur,2010,Male,Fall in Social Reputation,0
Manipur,2010,Male,Family Problems,1
Manipur,2010,Male,Farming/Agriculture Activity,0
Manipur,2010,Male,Graduate,0
Manipur,2010,Male,House Wife,0
Manipur,2010,Male,Hr. Secondary/Intermediate/Pre-Universit,3
Manipur,2010,Male,Ideological Causes/Hero Worshipping,0
Manipur,2010,Male,Illegitimate Pregnancy,0
Manipur,2010,Male,Illness (Aids/STD),0
Manipur,2010,Male,Insanity/Mental Illness,0
Manipur,2010,Male,Love Affairs,1
Manipur,2010,Male,Married,13
Manipur,2010,Male,Matriculate/Secondary,9
Manipur,2010,Male,Middle,5
Manipur,2010,Male,Never Married,11
Manipur,2010,Male,No Education,0
Manipur,2010,Male,Not having Children(Barrenness/Impotency,0
Manipur,2010,Male,Other Causes (Please Specity),20
Manipur,2010,Male,Other Prolonged Illness,0
Manipur,2010,Male,Others (Please Specify),5
Manipur,2010,Male,Paralysis,0
Manipur,2010,Male,Physical Abuse (Rape/Incest Etc.),0
Manipur,2010,Male,Post Graduate and Above,0
Manipur,2010,Male,Poverty,0
Manipur,2010,Male,Primary,7
Manipur,2010,Male,Professional Activity,0
Manipur,2010,Male,Professional/Career Problem,0
Manipur,2010,Male,Property Dispute,0
Manipur,2010,Male,Public Sector Undertaking,0
Manipur,2010,Male,Retired Person,0
Manipur,2010,Male,Self-employed (Business activity),0
Manipur,2010,Male,Seperated,0
Manipur,2010,Male,Service (Government),6
Manipur,2010,Male,Service (Private),0
Manipur,2010,Male,Student,1
Manipur,2010,Male,Suspected/Illicit Relation,0
Manipur,2010,Male,Unemployed,12
Manipur,2010,Male,Unemployment,0
Manipur,2010,Male,Widowed/Widower,0
Manipur,2011,Female,Bankruptcy or Sudden change in Economic,0
Manipur,2011,Female,By Consuming Insecticides,5
Manipur,2011,Female,By Consuming Other Poison,3
Manipur,2011,Female,By Drowning,0
Manipur,2011,Female,By Fire-Arms,0
Manipur,2011,Female,By Fire/Self Immolation,0
Manipur,2011,Female,By Hanging,7
Manipur,2011,Female,By Jumping from (Building),0
Manipur,2011,Female,By Jumping from (Other sites),0
Manipur,2011,Female,By Jumping off Moving Vehicles/Trains,0
Manipur,2011,Female,By Machine,0
Manipur,2011,Female,By Other means (please specify),0
Manipur,2011,Female,By Over Alcoholism,0
Manipur,2011,Female,By Overdose of sleeping pills,0
Manipur,2011,Female,By Self Infliction of injury,0
Manipur,2011,Female,By coming under running vehicles/trains,0
Manipur,2011,Female,By touching electric wires,0
Manipur,2011,Female,Cancellation/Non-Settlement of Marriage,0
Manipur,2011,Female,Cancer,0
Manipur,2011,Female,Causes Not known,0
Manipur,2011,Female,Death of Dear Person,0
Manipur,2011,Female,Diploma,0
Manipur,2011,Female,Divorce,0
Manipur,2011,Female,Divorcee,0
Manipur,2011,Female,Dowry Dispute,0
Manipur,2011,Female,Drug Abuse/Addiction,0
Manipur,2011,Female,Failure in Examination,0
Manipur,2011,Female,Fall in Social Reputation,0
Manipur,2011,Female,Family Problems,5
Manipur,2011,Female,Farming/Agriculture Activity,0
Manipur,2011,Female,Graduate,0
Manipur,2011,Female,House Wife,9
Manipur,2011,Female,Hr. Secondary/Intermediate/Pre-Universit,0
Manipur,2011,Female,Ideological Causes/Hero Worshipping,0
Manipur,2011,Female,Illegitimate Pregnancy,0
Manipur,2011,Female,Illness (Aids/STD),0
Manipur,2011,Female,Insanity/Mental Illness,0
Manipur,2011,Female,Love Affairs,4
Manipur,2011,Female,Married,9
Manipur,2011,Female,Matriculate/Secondary,5
Manipur,2011,Female,Middle,5
Manipur,2011,Female,Never Married,6
Manipur,2011,Female,No Education,1
Manipur,2011,Female,Not having Children(Barrenness/Impotency,0
Manipur,2011,Female,Other Causes (Please Specity),6
Manipur,2011,Female,Other Prolonged Illness,0
Manipur,2011,Female,Others (Please Specify),6
Manipur,2011,Female,Paralysis,0
Manipur,2011,Female,Physical Abuse (Rape/Incest Etc.),0
Manipur,2011,Female,Post Graduate and Above,0
Manipur,2011,Female,Poverty,0
Manipur,2011,Female,Primary,4
Manipur,2011,Female,Professional Activity,0
Manipur,2011,Female,Professional/Career Problem,0
Manipur,2011,Female,Property Dispute,0
Manipur,2011,Female,Public Sector Undertaking,0
Manipur,2011,Female,Retired Person,0
Manipur,2011,Female,Self-employed (Business activity),0
Manipur,2011,Female,Seperated,0
Manipur,2011,Female,Service (Government),0
Manipur,2011,Female,Service (Private),0
Manipur,2011,Female,Student,0
Manipur,2011,Female,Suspected/Illicit Relation,0
Manipur,2011,Female,Unemployed,0
Manipur,2011,Female,Unemployment,0
Manipur,2011,Female,Widowed/Widower,0
Manipur,2011,Male,Bankruptcy or Sudden change in Economic,0
Manipur,2011,Male,By Consuming Insecticides,0
Manipur,2011,Male,By Consuming Other Poison,1
Manipur,2011,Male,By Drowning,0
Manipur,2011,Male,By Fire-Arms,4
Manipur,2011,Male,By Fire/Self Immolation,0
Manipur,2011,Male,By Hanging,12
Manipur,2011,Male,By Jumping from (Building),0
Manipur,2011,Male,By Jumping from (Other sites),0
Manipur,2011,Male,By Jumping off Moving Vehicles/Trains,0
Manipur,2011,Male,By Machine,0
Manipur,2011,Male,By Other means (please specify),1
Manipur,2011,Male,By Over Alcoholism,0
Manipur,2011,Male,By Overdose of sleeping pills,0
Manipur,2011,Male,By Self Infliction of injury,0
Manipur,2011,Male,By coming under running vehicles/trains,0
Manipur,2011,Male,By touching electric wires,0
Manipur,2011,Male,Cancellation/Non-Settlement of Marriage,0
Manipur,2011,Male,Cancer,0
Manipur,2011,Male,Causes Not known,1
Manipur,2011,Male,Death of Dear Person,0
Manipur,2011,Male,Diploma,0
Manipur,2011,Male,Divorce,0
Manipur,2011,Male,Divorcee,0
Manipur,2011,Male,Dowry Dispute,0
Manipur,2011,Male,Drug Abuse/Addiction,0
Manipur,2011,Male,Failure in Examination,0
Manipur,2011,Male,Fall in Social Reputation,0
Manipur,2011,Male,Family Problems,0
Manipur,2011,Male,Farming/Agriculture Activity,0
Manipur,2011,Male,Graduate,1
Manipur,2011,Male,House Wife,0
Manipur,2011,Male,Hr. Secondary/Intermediate/Pre-Universit,4
Manipur,2011,Male,Ideological Causes/Hero Worshipping,0
Manipur,2011,Male,Illegitimate Pregnancy,0
Manipur,2011,Male,Illness (Aids/STD),0
Manipur,2011,Male,Insanity/Mental Illness,0
Manipur,2011,Male,Love Affairs,0
Manipur,2011,Male,Married,12
Manipur,2011,Male,Matriculate/Secondary,6
Manipur,2011,Male,Middle,4
Manipur,2011,Male,Never Married,6
Manipur,2011,Male,No Education,1
Manipur,2011,Male,Not having Children(Barrenness/Impotency,0
Manipur,2011,Male,Other Causes (Please Specity),17
Manipur,2011,Male,Other Prolonged Illness,0
Manipur,2011,Male,Others (Please Specify),2
Manipur,2011,Male,Paralysis,0
Manipur,2011,Male,Physical Abuse (Rape/Incest Etc.),0
Manipur,2011,Male,Post Graduate and Above,0
Manipur,2011,Male,Poverty,0
Manipur,2011,Male,Primary,2
Manipur,2011,Male,Professional Activity,0
Manipur,2011,Male,Professional/Career Problem,0
Manipur,2011,Male,Property Dispute,0
Manipur,2011,Male,Public Sector Undertaking,0
Manipur,2011,Male,Retired Person,0
Manipur,2011,Male,Self-employed (Business activity),0
Manipur,2011,Male,Seperated,0
Manipur,2011,Male,Service (Government),5
Manipur,2011,Male,Service (Private),1
Manipur,2011,Male,Student,4
Manipur,2011,Male,Suspected/Illicit Relation,0
Manipur,2011,Male,Unemployed,6
Manipur,2011,Male,Unemployment,0
Manipur,2011,Male,Widowed/Widower,0
Manipur,2012,Female,Bankruptcy or Sudden change in Economic,0
Manipur,2012,Female,By Consuming Insecticides,0
Manipur,2012,Female,By Consuming Other Poison,3
Manipur,2012,Female,By Drowning,0
Manipur,2012,Female,By Fire-Arms,0
Manipur,2012,Female,By Fire/Self Immolation,1
Manipur,2012,Female,By Hanging,14
Manipur,2012,Female,By Jumping from (Building),0
Manipur,2012,Female,By Jumping from (Other sites),0
Manipur,2012,Female,By Jumping off Moving Vehicles/Trains,0
Manipur,2012,Female,By Machine,0
Manipur,2012,Female,By Other means (please specify),0
